Symbol,Shortname,Currency,Previousclose,Open,Daylow,Dayhigh,Regularmarketpreviousclose,Regularmarketopen,Regularmarketdaylow,Regularmarketdayhigh,Dividendrate,Dividendyield,Fiveyearavgdividendyield,Beta,Trailingpe,Forwardpe,Volume,Marketcap,Fiftytwoweeklow,Fiftytwoweekhigh,Pricetosalestrailing12months,Fiftydayaverage,Twohundreddayaverage,Profitmargins,Bookvalue,Pricetobook,Earningsquarterlygrowth,Netincometocommon,Trailingeps,Forwardeps,Enterprisetorevenue,Enterprisetoebitda,52weekchange,Ebitda,Totaldebt,Quickratio,Currentratio,Totalrevenue,Debttoequity,Revenuepershare,Returnonassets,Returnonequity,Grossprofits,Freecashflow,Operatingcashflow,Earningsgrowth,Revenuegrowth,Grossmargins,Ebitdamargins,Operatingmargins,Trailingpegratio
ACTG,Acacia Research Corporation,USD,4.35,4.34,4.32,4.41,4.35,4.34,4.32,4.41,0.0,0.0,0.0,0.53,7.47,-22.79,46763.0,0.42,3.78,5.74,2.54,4.43,4.83,31.44,5.46,0.79,0.0,48215000.0,0.58,-0.21,0.74,1.84,0.05,66876000.0,72366000.0,15.1,16.39,0.17,12.51,1.66,0.04,10.13,0.09,-0.11,65840000.0,0.0,131.2,0.54,40.34,-0.44,0.0
ACTU,"Actuate Therapeutics, Inc.",USD,10.11,9.68,9.68,10.8,10.11,9.68,9.68,10.8,0.0,0.0,0.0,0.0,0.0,0.0,21000.0,0.2,5.51,11.73,0.0,8.48,8.16,0.0,-58.92,0.0,0.0,-28818356.0,-1.46,0.0,0.0,0.0,0.17,0.0,6900000.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19071316.0,0.0,0.0,0.0,0.0,0.0,0.0
ACVA,ACV Auctions Inc.,USD,21.39,20.81,20.56,21.5,21.39,20.81,20.56,21.5,0.0,0.0,0.0,1.58,0.0,54.03,430798.0,3.53,12.84,23.46,5.92,21.51,19.08,-12.89,2.73,7.71,0.0,-76804000.0,-0.47,-0.13,5.8,-61.53,0.54,-56145000.0,156358000.0,1.47,1.51,0.6,34.27,3.64,-0.05,-16.64,0.15,0.0,42120000.0,0.0,44.0,0.25,-9.42,-0.1,0.0
ACWI,iShares MSCI ACWI ETF,USD,122.06,119.94,119.85,120.74,122.06,119.94,119.85,120.74,0.0,0.0,0.0,0.0,22.46,0.0,3106638.0,0.0,102.03,123.58,0.0,120.04,115.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACWX,iShares MSCI ACWI ex U.S. ETF,USD,54.12,53.69,53.65,53.84,54.12,53.69,53.65,53.84,0.0,0.0,0.0,0.0,16.1,0.0,1525939.0,0.0,49.78,57.96,0.0,53.41,54.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACXP,"Acurx Pharmaceuticals, Inc.",USD,0.87,0.86,0.83,0.86,0.87,0.86,0.83,0.86,0.0,0.0,0.0,-1.72,0.0,-0.41,48080.0,0.02,0.68,3.94,0.0,1.03,1.85,0.0,0.32,2.62,0.0,-16729286.0,-1.09,-1.55,0.0,0.0,-0.76,0.0,0.0,2.03,2.09,0.0,0.0,0.0,-1.32,-346.94,0.0,-0.01,-12234498.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAG,Adagene Inc.,USD,1.95,2.07,1.76,2.1,1.95,2.07,1.76,2.1,0.0,0.0,0.0,0.58,0.0,-2.34,102119.0,0.08,1.74,4.29,98.23,2.08,2.5,0.0,1.28,1.42,0.0,-31849280.0,-0.72,-0.69,39.13,-0.88,-0.51,-36131064.0,20790530.0,2.42,2.5,0.0,36.74,0.02,-0.2,-45.7,0.0,-0.02,-28401280.0,0.0,0.0,1.0,0.0,-45.35,0.0
ADBE,Adobe Inc.,USD,435.38,430.24,430.12,445.45,435.38,430.24,430.12,445.45,0.0,0.0,0.12,1.3,35.35,18.95,2329119.0,190.18,403.75,638.25,9.08,474.96,503.67,25.59,32.68,13.37,0.2,5360000000.0,12.36,20.55,11.49,29.58,-0.31,8134000128.0,6078000128.0,0.97,1.11,20.95,41.79,46.48,0.16,35.35,18.57,6.62,6732000256.0,23.3,10.6,0.89,38.83,0.37,1.42
ADD,"Color Star Technology Co., Ltd.",USD,1.47,1.45,1.44,1.66,1.47,1.45,1.44,1.66,0.0,0.0,0.0,2.24,0.0,0.0,1105414.0,0.0,1.41,185.0,0.33,3.56,31.75,0.0,0.35,4.29,0.0,-26864340.0,-71.0,0.0,32.56,-4.04,-0.96,-22834354.0,1839658.0,0.18,1.16,0.0,9.93,0.07,-0.59,-124.25,0.0,-0.0,-2780452.0,0.0,0.0,0.3,0.0,-3.2,0.0
ADEA,Adeia Inc.,USD,13.28,13.19,13.0,13.4,13.28,13.19,13.0,13.4,0.2,0.02,2.26,1.13,35.16,9.24,99328.0,1.42,9.68,14.75,4.14,13.22,11.98,12.01,3.46,3.76,-0.2,41295000.0,0.37,1.36,5.52,10.08,0.08,188131008.0,533924000.0,3.28,3.42,0.34,141.17,3.18,0.06,11.44,0.34,0.11,144440992.0,-19.0,-15.1,1.0,54.73,0.36,0.0
ADI,"Analog Devices, Inc.",USD,217.37,217.4,213.91,220.82,217.37,217.4,213.91,220.82,3.68,0.02,1.78,1.08,65.32,23.98,3399253.0,106.33,182.57,244.14,10.96,216.12,220.52,17.07,70.88,3.02,-0.55,1655630976.0,3.28,7.54,12.02,26.73,0.1,4361349120.0,8118322176.0,1.14,1.69,9.7,23.07,19.54,0.03,4.66,5.61,2.86,3989006080.0,-54.6,-24.8,0.58,44.96,0.22,1.0
ADIL,"Adial Pharmaceuticals, Inc",USD,0.98,0.96,0.94,0.97,0.98,0.96,0.94,0.97,0.0,0.0,0.0,1.3,0.0,-0.67,37131.0,0.01,0.77,4.17,0.0,1.05,1.18,0.0,2.46,0.38,0.0,-12186995.0,-2.94,-1.33,0.0,-0.55,-0.21,-7273465.0,0.0,4.89,5.69,0.0,0.0,0.0,-1.04,-320.96,0.0,-0.0,-6387939.0,0.0,0.0,0.0,0.0,0.0,0.0
ADMA,ADMA Biologics Inc,USD,16.08,15.78,15.48,16.51,16.08,15.78,15.48,16.51,0.0,0.0,0.0,0.64,60.44,23.65,1017586.0,3.86,5.02,23.64,10.08,18.84,14.74,17.8,0.98,16.64,13.0,68132000.0,0.27,0.72,9.99,30.39,2.02,125894000.0,111384000.0,3.05,7.09,0.38,48.03,1.66,0.2,35.55,0.19,0.05,86053000.0,1400.0,78.1,0.49,32.89,0.33,0.0
ADP,"Automatic Data Processing, Inc.",USD,297.1,295.0,294.7,300.04,297.1,295.0,294.7,300.04,6.16,0.02,2.02,0.8,31.98,27.49,595460.0,121.96,231.27,309.63,6.25,297.88,270.19,19.72,13.12,22.82,0.11,3848900096.0,9.36,10.87,6.34,21.58,0.25,5733100032.0,9448299520.0,0.26,1.01,19.52,176.65,47.66,0.07,87.26,9.39,2.61,4655499776.0,12.5,7.1,0.48,29.37,0.26,4.05
ADPT,Adaptive Biotechnologies Corpor,USD,7.99,7.84,7.7,8.15,7.99,7.84,7.7,8.15,0.0,0.0,0.0,1.45,0.0,-8.94,304534.0,1.14,2.28,8.33,6.42,6.25,4.6,-110.13,1.52,5.09,0.0,-195240992.0,-1.34,-0.94,6.54,-7.9,0.93,-146946000.0,224524992.0,3.26,3.52,0.18,100.42,1.21,-0.16,-66.76,-0.0,-0.04,-109653000.0,0.0,22.5,-0.03,-82.89,-0.7,0.0
ADSE,ADS-TEC ENERGY PLC,USD,15.63,15.54,15.15,15.86,15.63,15.54,15.15,15.86,0.0,0.0,0.0,0.47,0.0,48.06,64247.0,0.79,6.48,16.22,5.31,14.33,12.71,-48.15,-0.04,0.0,0.0,-71447000.0,-1.49,-0.54,5.31,-33.33,1.27,-23655000.0,18932000.0,0.87,1.47,0.15,0.0,2.97,-0.13,-282.35,0.01,-0.01,2573000.0,0.0,107.1,0.09,-15.94,-0.06,0.0
ADSEW,ADS-TEC ENERGY PLC Warrant,USD,4.12,4.0,3.57,4.19,4.12,4.0,3.57,4.19,0.0,0.0,0.0,0.47,0.0,0.0,13455.0,0.0,3.57,4.19,0.0,0.0,0.0,-48.15,-0.04,0.0,0.0,-71447000.0,-100.83,0.0,0.0,0.0,0.0,-23655000.0,18932000.0,0.87,1.47,0.15,0.0,2.97,-0.13,-282.35,0.01,-0.01,2573000.0,0.0,107.1,0.09,-15.94,-0.06,0.0
ADSK,"Autodesk, Inc.",USD,300.83,295.28,293.57,302.85,300.83,295.28,293.57,302.85,0.0,0.0,0.48,1.47,59.48,32.33,482576.0,64.35,195.32,326.62,11.09,300.77,260.38,18.21,8.67,34.45,0.27,1057000000.0,5.02,9.18,11.9,49.49,0.17,1396000000.0,2603000064.0,0.53,0.64,5.81,105.21,27.06,0.09,57.45,5.34,1.63,1160999936.0,26.2,11.9,0.92,24.05,0.24,1.83
ADTN,"ADTRAN Holdings, Inc.",USD,10.31,10.09,9.34,10.22,10.31,10.09,9.34,10.22,0.36,0.07,2.9,1.2,0.0,51.53,486082.0,0.74,4.34,11.23,0.82,8.84,6.34,-56.99,2.71,3.45,0.0,-512969984.0,-6.51,0.21,1.51,-61.32,0.43,-22228000.0,215484000.0,0.94,2.1,0.91,33.89,11.49,-0.05,-57.58,0.31,0.11,82236000.0,0.0,-16.4,0.35,-2.45,-0.08,0.0
ADUR,Aduro Clean Technologies Inc.,USD,5.67,5.72,5.6,5.83,5.67,5.72,5.6,5.83,0.0,0.0,0.0,1.13,0.0,0.0,40947.0,0.16,1.34,7.0,492.65,5.71,4.99,0.0,0.29,19.71,0.0,-8329071.0,-0.84,0.0,440.58,-18.65,3.13,-7889733.0,128975.0,11.24,12.55,0.0,1.32,0.02,-0.61,-105.83,0.0,-0.0,-6025396.0,0.0,-6.1,1.0,0.0,-44.65,0.0
ADUS,Addus HomeCare Corporation,USD,130.62,130.27,130.27,133.14,130.62,130.27,130.27,133.14,0.0,0.0,0.0,1.04,30.22,21.74,26598.0,2.4,85.94,136.72,2.12,125.76,121.16,6.5,52.85,2.5,0.31,73650000.0,4.38,5.82,1.91,17.53,0.47,123755000.0,49763000.0,2.02,2.11,1.13,5.25,68.57,0.06,9.03,0.37,0.12,136064992.0,15.8,7.0,0.33,10.92,0.09,1.43
ADV,Advantage Solutions Inc.,USD,2.65,2.63,2.63,2.85,2.65,2.63,2.63,2.85,0.0,0.0,0.0,1.56,0.0,6.22,227341.0,0.91,2.22,4.95,0.23,3.1,3.46,-3.3,2.91,0.98,0.0,-182832000.0,-0.58,0.46,0.59,6.48,-0.39,362572000.0,1701463040.0,1.69,1.9,3.99,182.46,12.38,0.02,-17.25,0.58,0.19,142638000.0,0.0,-7.9,0.15,9.09,0.04,0.0
ADVM,"Adverum Biotechnologies, Inc.",USD,4.49,4.37,4.37,4.81,4.49,4.37,4.37,4.81,0.0,0.0,0.0,1.01,0.0,-1.09,184234.0,0.1,4.01,29.7,98.4,5.49,7.35,0.0,6.93,0.68,0.0,-94111000.0,-5.95,-5.33,13.42,-0.14,-0.58,-99024000.0,73263000.0,5.54,5.82,0.0,50.84,0.06,-0.3,-76.26,-0.07,-0.05,-85541000.0,0.0,0.0,0.0,0.0,-29.22,0.0
ADVWW,Advantage Solutions Inc.,USD,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.0,0.0,0.0,1.56,0.0,0.0,29643.0,0.0,0.01,0.02,0.0,0.0,0.0,-3.3,2.91,0.01,0.0,-182832000.0,0.0,0.0,0.0,0.0,0.0,362572000.0,1701463040.0,1.69,1.9,3.99,182.46,12.38,0.02,-17.25,0.58,0.19,142638000.0,0.0,-7.9,0.15,9.09,0.04,0.0
ADXN,Addex Therapeutics Ltd,USD,8.2,8.5,8.2,8.5,8.2,8.5,8.2,8.5,0.0,0.0,0.0,1.87,0.0,-166.0,6171.0,0.01,7.0,27.9,10.28,7.99,9.7,500.16,0.01,922.22,0.0,-11856761.0,-21.15,-0.05,919.15,-71.67,-0.35,-11070066.0,32182.0,4.67,4.97,0.0,0.25,1.2,-0.62,-126.29,-0.01,-0.01,-7826565.0,0.0,-81.8,0.0,0.0,-7.8,0.0
AEHR,Aehr Test Systems,USD,12.41,12.01,11.55,12.1,12.41,12.01,11.55,12.1,0.0,0.0,0.0,2.04,15.53,29.12,666220.0,0.35,9.83,21.44,5.9,13.33,13.3,49.64,3.85,3.03,-0.86,29142000.0,0.75,0.47,7.54,63.35,-0.23,6988000.0,6705000.0,3.03,6.03,0.06,5.47,2.03,0.03,28.76,0.03,-0.01,235000.0,-87.5,-36.4,0.5,11.9,0.01,0.0
AEI,Alset Inc.,USD,0.9,0.9,0.88,0.95,0.9,0.9,0.88,0.95,0.0,0.0,0.0,1.26,0.0,0.0,103779.0,0.01,0.46,2.61,1.1,1.06,1.09,0.0,9.55,0.1,0.0,-57289416.0,-4.34,0.0,-1.71,1.94,-0.25,-8133407.0,3306619.0,11.74,12.88,0.01,3.77,1.0,-0.04,-52.16,0.0,-0.01,-5828196.0,0.0,-94.1,0.17,-88.21,-2.22,0.0
AEIS,"Advanced Energy Industries, Inc",USD,125.36,122.0,112.92,122.58,125.36,122.0,112.92,122.58,0.4,0.0,0.0,1.48,94.1,22.42,155830.0,4.25,89.12,130.5,2.89,117.25,107.95,2.91,30.91,3.65,0.0,45135000.0,1.2,4.98,3.21,34.8,0.16,135878000.0,662624000.0,3.14,4.62,1.47,56.91,39.34,0.02,3.98,0.52,0.08,132063000.0,0.0,-8.7,0.35,9.23,0.05,0.0
AENT,Alliance Entertainment Holding ,USD,5.13,4.89,4.5,5.4,5.13,4.89,4.5,5.4,0.0,0.0,0.0,0.4,30.35,11.47,62821.0,0.26,1.1,11.57,0.24,6.19,3.45,0.42,1.72,3.0,0.0,4581000.0,0.17,0.0,0.3,14.55,2.8,22420000.0,109833000.0,0.63,1.33,1.1,125.34,21.65,0.03,5.48,0.13,0.06,55773000.0,0.0,-4.1,0.12,2.04,0.0,0.0
AENTW,Adara Acquisition Corp. Redeema,USD,0.2,0.25,0.24,0.25,0.2,0.25,0.24,0.25,0.0,0.0,0.0,0.4,0.0,0.0,7055.0,0.0,0.24,0.25,0.0,0.0,0.0,0.42,1.72,0.14,0.0,4581000.0,0.0,0.0,0.0,0.0,0.0,22420000.0,109833000.0,0.63,1.33,1.1,125.34,21.65,0.03,5.48,0.13,0.06,55773000.0,0.0,-4.1,0.12,2.04,0.0,0.0
AEP,American Electric Power Company,USD,98.18,99.34,98.16,100.64,98.18,99.34,98.16,100.64,3.72,0.04,3.54,0.54,20.29,17.11,1849077.0,53.6,75.22,105.18,2.73,94.82,94.32,13.46,49.99,2.01,0.01,2639200000.0,4.96,5.89,4.9,13.24,0.25,7258299904.0,44221198336.0,0.3,0.56,19.6,165.88,37.1,0.03,10.18,8.84,-1.23,6413400064.0,-1.6,1.5,0.45,37.03,0.26,1.58
AERT,"Aeries Technology, Inc.",USD,0.79,0.83,0.77,0.87,0.79,0.83,0.77,0.87,0.0,0.0,0.0,-0.42,82.9,0.0,15773.0,0.04,0.59,2.93,0.51,0.9,1.71,0.57,-0.78,0.0,0.0,-1088000.0,0.01,0.0,0.88,-6.57,-0.64,-9744000.0,15406000.0,0.7,0.87,0.07,1672.75,1.65,-0.15,18.05,0.02,0.02,-6120000.0,0.0,2.1,0.29,-13.38,-0.99,0.0
AERTW,0.0,USD,0.02,0.04,0.04,0.04,0.02,0.04,0.04,0.04,0.0,0.0,0.0,-0.42,0.0,0.0,1101.0,0.0,0.04,0.04,0.0,0.0,0.0,0.57,-0.78,0.0,0.0,-1088000.0,0.0,0.0,0.0,0.0,0.0,-9744000.0,15406000.0,0.7,0.87,0.07,1672.75,1.65,-0.15,18.05,0.02,0.02,-6120000.0,0.0,2.1,0.29,-13.38,-0.99,0.0
AEYE,"AudioEye, Inc.",USD,18.09,17.93,17.5,18.69,18.09,17.93,17.5,18.69,0.0,0.0,0.0,1.02,0.0,28.43,121633.0,0.22,4.52,34.85,6.7,20.37,20.85,-9.89,0.61,30.02,0.0,-3299000.0,-0.27,0.08,6.73,363.16,2.49,618000.0,9607000.0,0.76,0.84,0.03,130.67,2.82,-0.01,-43.65,0.03,0.0,2999000.0,0.0,13.9,0.79,1.85,0.03,2.37
AFBI,"Affinity Bancshares, Inc.",USD,18.45,18.95,18.64,18.95,18.45,18.95,18.64,18.95,0.0,0.0,0.0,0.51,22.18,0.0,1167.0,0.12,14.92,22.5,3.95,20.43,20.22,18.33,20.02,0.94,0.07,5609000.0,0.85,0.0,4.08,0.0,0.1,0.0,58815000.0,0.0,0.0,0.03,0.0,4.77,0.01,4.54,0.03,0.0,7735000.0,4.0,6.0,0.0,0.0,0.29,0.0
AFCG,Advanced Flower Capital Inc.,USD,8.13,8.13,8.13,8.38,8.13,8.13,8.13,8.38,1.32,0.16,0.0,0.0,31.46,5.24,81359.0,0.18,7.45,10.88,4.16,9.03,9.14,19.9,9.42,0.87,-0.83,5600562.0,0.26,1.63,4.74,0.0,-0.01,0.0,148461936.0,5.08,5.08,0.04,72.05,2.11,0.01,2.08,0.04,0.0,25574228.0,-85.1,-38.8,1.0,0.0,0.72,0.0
AFJK,"Aimei Health Technology Co., Lt",USD,10.71,10.73,10.71,10.73,10.71,10.73,10.71,10.73,0.0,0.0,0.0,0.0,0.0,0.0,7554.0,0.1,10.15,10.85,0.0,10.65,10.46,0.0,-0.02,0.0,0.0,1625294.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,1.42,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-423212.0,0.0,0.0,0.0,0.0,0.0,0.0
AFJKR,"Aimei Health Technology Co., Lt",USD,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,1625294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-423212.0,0.0,0.0,0.0,0.0,0.0,0.0
AFJKU,"Aimei Health Technology Co., Lt",USD,10.82,0.0,10.95,10.95,10.82,0.0,10.95,10.95,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,10.31,12.69,0.0,10.87,10.68,0.0,-0.02,0.0,0.0,1625294.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,1.42,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-423212.0,0.0,0.0,0.0,0.0,0.0,0.0
AFMD,Affimed N.V.,USD,1.1,1.12,1.04,1.12,1.1,1.12,1.04,1.12,0.0,0.0,0.0,2.1,0.0,-0.38,185426.0,0.02,1.03,8.95,2.31,2.0,3.97,0.0,3.85,0.27,0.0,-79186000.0,-4.74,-2.61,5.02,-0.52,-0.8,-71172000.0,14515000.0,2.41,2.71,0.01,50.55,0.49,-0.49,-124.08,0.01,-0.05,-84022000.0,0.0,-90.0,1.0,0.0,-74.06,0.0
AFRI,Forafric Global PLC,USD,9.68,9.98,9.72,9.98,9.68,9.98,9.72,9.98,0.0,0.0,0.0,0.4,0.0,0.0,1934.0,0.26,9.63,12.0,0.86,10.12,10.67,-4.15,0.85,11.47,0.0,-12676000.0,-0.6,0.0,1.45,72.13,-0.07,6156000.0,198767008.0,0.33,0.48,0.31,680.57,11.36,0.0,-33.73,0.03,0.03,33326000.0,0.0,18.6,0.1,2.02,0.02,0.0
AFRIW,Forafric Global PLC Warrants,USD,0.87,0.91,0.95,0.95,0.87,0.91,0.95,0.95,0.0,0.0,0.0,0.4,0.0,0.0,5778.0,0.0,0.95,0.95,0.0,0.0,0.0,-4.15,0.85,1.12,0.0,-12676000.0,-0.02,0.0,0.0,0.0,0.0,6156000.0,198767008.0,0.33,0.48,0.31,680.57,11.36,0.0,-33.73,0.03,0.03,33326000.0,0.0,18.6,0.1,2.02,0.02,0.0
AFRM,"Affirm Holdings, Inc.",USD,55.73,53.23,52.13,54.85,55.73,53.23,52.13,54.85,0.0,0.0,0.0,3.48,0.0,-261.3,3042069.0,16.84,22.25,73.34,6.67,63.43,41.9,-17.67,9.03,6.0,0.0,-446196000.0,-1.41,0.47,9.0,-77.89,0.27,-291772992.0,7119907840.0,12.91,15.2,2.52,251.09,8.06,-0.04,-16.52,1.07,0.12,548102976.0,0.0,40.7,0.42,-11.56,-0.19,0.0
AFYA,Afya Limited,USD,16.37,16.16,16.16,16.74,16.37,16.16,16.16,16.74,0.0,0.0,0.0,0.92,15.52,1.77,41977.0,1.5,14.52,22.24,0.49,15.93,16.92,18.03,40.04,0.41,0.91,553011968.0,1.07,1.69,1.14,3.18,-0.17,1094663936.0,2706515968.0,1.41,1.47,3.07,67.3,34.12,0.07,15.28,1.91,0.22,1173299968.0,89.1,13.7,0.62,35.69,0.28,0.0
AGEN,Agenus Inc.,USD,3.57,3.7,3.56,3.75,3.57,3.7,3.56,3.75,0.0,0.0,0.0,1.39,0.0,-0.41,205109.0,0.09,2.5,19.69,0.54,3.17,7.33,-141.9,-13.48,0.0,0.0,-227856992.0,-11.02,-9.69,0.88,-1.64,-0.74,-85517000.0,81028000.0,0.17,0.18,0.16,0.0,7.81,-0.22,0.0,-0.03,-0.03,-170064992.0,0.0,3.3,-0.18,-53.31,-1.33,0.0
AGFY,Agrify Corporation,USD,20.9,20.52,19.26,20.52,20.9,20.52,19.26,20.52,0.0,0.0,0.0,2.04,0.0,-5.95,9666.0,0.04,2.71,84.44,3.64,30.94,10.9,-2.18,-131.73,0.0,0.0,-253000.0,-2.26,-3.26,1.82,-2.0,1.76,-10557000.0,7094000.0,0.02,0.82,0.01,83.52,21.04,-0.18,0.0,0.0,-0.02,-24156000.0,0.0,-40.9,0.43,-91.09,-0.57,0.0
AGIO,"Agios Pharmaceuticals, Inc.",USD,34.46,33.9,33.9,35.25,34.46,33.9,33.9,35.25,0.0,0.0,0.0,0.75,2.96,-5.95,198906.0,1.97,22.23,62.58,59.88,44.23,42.62,2051.38,28.53,1.21,0.0,674307968.0,11.66,-6.08,31.07,-2.54,0.44,-401288000.0,60834000.0,8.44,8.99,0.03,3.74,0.58,-0.18,53.65,-0.27,-0.16,-329161984.0,0.0,21.2,0.0,0.0,-11.47,0.0
AGIX,KraneShares Artificial Intellig,USD,30.34,28.85,28.84,29.72,30.34,28.85,28.84,29.72,0.0,0.0,0.0,0.0,41.24,0.0,89156.0,0.0,21.82,30.67,0.0,28.97,26.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGMH,AGM Group Holdings Inc.,USD,1.4,1.3,1.06,1.34,1.4,1.3,1.06,1.34,0.0,0.0,0.0,0.98,0.0,0.0,168666.0,0.03,0.46,2.2,0.28,1.57,1.27,-8.01,0.8,1.32,0.0,-7439280.0,-0.31,0.0,0.55,-5.73,-0.15,-8931979.0,9580664.0,0.1,1.12,0.09,49.3,3.83,-0.05,-29.83,0.0,0.01,-1691718.0,0.0,-56.3,0.05,-9.61,-0.55,0.0
AGMI,Themes Silver Miners ETF,USD,26.52,26.52,26.12,26.12,26.52,26.52,26.12,26.12,0.0,0.0,0.0,0.0,20.95,0.0,22.0,0.0,23.7,32.97,0.0,26.77,27.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGNC,AGNC Investment Corp.,USD,9.68,9.68,9.66,9.82,9.68,9.68,9.66,9.82,1.44,0.15,12.9,1.47,6.55,5.67,14581018.0,8.64,8.92,10.85,6.86,9.51,9.8,91.58,9.5,1.03,0.0,1026000000.0,1.49,1.73,49.36,0.0,-0.02,0.0,66100998144.0,0.2,0.22,1.26,684.56,1.72,0.01,13.48,1.26,0.0,-24000000.0,0.0,0.0,1.0,0.0,0.92,0.0
AGNCL,AGNC Investment Corp. - Deposit,USD,24.42,24.49,24.45,24.55,24.42,24.49,24.45,24.55,1.94,0.08,0.0,1.47,0.0,0.0,11374.0,0.0,22.3,25.79,0.0,25.03,24.32,91.58,9.5,2.58,0.0,1026000000.0,0.0,0.0,59.82,0.0,0.09,0.0,66100998144.0,0.2,0.22,1.26,684.56,1.72,0.01,13.48,1.26,0.0,-24000000.0,0.0,0.0,1.0,0.0,0.92,0.0
AGNCM,AGNC Investment Corp. - Deposit,USD,25.33,25.21,25.21,25.31,25.33,25.21,25.21,25.31,2.36,0.09,7.43,1.47,0.0,0.0,3703.0,8.99,24.21,25.85,7.14,25.26,25.13,91.58,9.5,2.66,0.0,1026000000.0,-1.86,0.0,60.37,0.0,0.04,0.0,66100998144.0,0.2,0.22,1.26,684.56,1.72,0.01,13.48,1.26,0.0,-24000000.0,0.0,0.0,1.0,0.0,0.92,0.0
AGNCN,AGNC Investment Corp. - Deposit,USD,25.89,25.87,25.84,25.94,25.89,25.87,25.84,25.94,2.67,0.1,8.21,1.47,0.0,0.0,12786.0,8.9,25.06,26.08,7.07,25.71,25.69,91.58,9.5,2.73,0.0,1026000000.0,-1.86,0.0,60.77,0.0,0.01,0.0,66100998144.0,0.2,0.22,1.26,684.56,1.72,0.01,13.48,1.26,0.0,-24000000.0,0.0,0.0,1.0,0.0,0.92,0.0
AGNCO,AGNC Investment Corp. - Deposit,USD,25.41,25.36,25.35,25.43,25.41,25.36,25.35,25.43,2.53,0.1,6.55,1.47,0.0,0.0,13025.0,0.0,24.01,25.69,0.0,25.39,25.04,91.58,9.5,2.67,0.0,1026000000.0,-1.86,0.0,60.41,0.0,0.04,0.0,66100998144.0,0.2,0.22,1.26,684.56,1.72,0.01,13.48,1.26,0.0,-24000000.0,0.0,0.0,1.0,0.0,0.92,0.0
AGNCP,AGNC Investment Corp. - Deposit,USD,24.77,24.81,24.79,24.81,24.77,24.81,24.79,24.81,1.53,0.06,0.0,1.47,0.0,0.0,18904.0,0.0,22.85,25.05,0.0,24.75,24.3,91.58,9.5,2.61,0.0,1026000000.0,-1.86,0.0,59.98,0.0,0.08,0.0,66100998144.0,0.2,0.22,1.26,684.56,1.72,0.01,13.48,1.26,0.0,-24000000.0,0.0,0.0,1.0,0.0,0.92,0.0
AGNG,Global X Aging Population ETF,USD,31.55,31.6,31.6,31.74,31.55,31.6,31.6,31.74,0.0,0.0,0.0,0.0,32.31,0.0,2052.0,0.0,28.01,33.64,0.0,30.93,31.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGRI,AgriFORCE  Growing Systems Ltd.,USD,2.67,2.65,2.42,2.67,2.67,2.65,2.42,2.67,0.0,0.0,0.0,0.04,0.01,9.84,41201.0,0.0,2.03,70.6,66.22,3.02,7.11,0.0,1.47,1.68,0.0,-15045984.0,220.0,0.25,31.09,-0.35,-0.92,-5071536.0,969719.0,1.12,1.24,0.0,8.56,0.0,-0.21,-161.51,-0.0,0.0,-4393613.0,0.0,0.0,-0.49,0.0,-27.14,0.0
